user_identities.identity,articles_viewed_per_user,streams_added_per_user,session_id_per_user,push_enabled_user
021f4224552b407b8d789e61cd105bee,2,14,6,0
0224cf50b3db451fa39b66a78643b08a,4,18,3,0
022513aabcd1465a939ed6c22f047c62,1,48,10,0
02256e8ae8d9493bbffef74c4c7cbb80,8,100,45,0
0227c1be367740da88c5d8e0948168d7,3,158,22,0
0227c28de9704b2ebc85d4cab85cec82,2,46,16,0
022feb28f1a14e9984b9e2fc5a509c3a,3,6,6,0
0231a061587a4744ab8e607bdbe55f57,3,6,12,0
0234c5c40d024d9ab04d6d2bfddbb6a9,3,4,5,1
0235b55db3a74e81a38d15d86a0ce145,3,17,4,0
02375929ac674f54bdb71e565d602b7e,1,20,7,0
023ac2ce8dd94b228b33a3a42c894ed6,9,128,12,0
023f9eaff2d342c89e93108f04eec342,2,8,3,1
02422765cabd4343ab985d979e6d3822,9,15,13,0
0247b9ef78a14878bd115dcaa146a74c,7,10,5,1
024a26e039e84a3cb95ec1278c83ac44,9,200,42,0
024e88284c4a49e6ab17454fad7ee884,3,19,3,0
0257953853c144bfb6696c1f91dd33a3,1,20,3,0
025bb7de47c64c0e81fee84f66894747,1,150,49,0
025e869c293b4861bbf468fb862a4af5,17,94,30,0
0262430b2593424a99ff48d8fa915155,6,65,18,0
026a27f7f0f548578948a348304ac984,27,422,44,0
027006dc820344baae82400e14dc2f14,1,55,3,0
02719eca01f541e688d772299b5b2100,1,4,2,0
0272d8f69a7647ce8ba165e358d7b14c,3,7,5,0
0273caa9e15642ae9efd3debd9bdaadb,6,15,4,0
0276ccacfcf447db932c79d0dae44e4d,6,172,20,0
027f69a4959c44f0b19aa5835ec0eae9,11,1,7,0
02821b919c7d4c518962fe4c58d82d7e,9,45,25,0
02825c7158c8419abedb2607704afedd,5,12,4,0
0284ef04b8fa4af0803ac859bc6392ff,7,9,2,1
0289439ce212403b8da31d0e5b16ef51,14,172,37,0
0289bbe80d164c6199d924899058e918,10,126,34,0
028b500e36da4f21929b6af6d5fcdad2,1,5,1,0
028be59b7e2348f9b1a14224f15c48fd,3,16,4,1
029007d7871c498f9d3c799b43e8e510,9,4,10,0
0292ead7af914e459c34ea42dc2b8cd4,2,12,5,0
029737067d7f43d9a994975080c1c059,2,43,1,0
02975cb56c62400797489033206d7a27,3,11,21,0
02991d8e06df44f6bd38af1702d11895,7,336,32,0
029cdeaf7b9c4198a567bc992d3b0ce0,11,100,37,0
029cdf2f23ef4dc49afcda9b476df3e5,2,22,2,0
02a2f5edc055439da9da90d7b8047eb9,7,51,9,0
02a96a98eed0440390a86454be4aaf9e,12,10,13,1
02aa3120371f4056adc3decec136389f,6,6,15,0
02adf788d00a48fc9f2f5d6d47e31b23,3,37,8,0
02ae0c351de94c0caa947e7fa1fcf5c9,4,23,5,0
02b6ab0bb9ba4a308214ec167b4edaa5,1,41,22,0
02b8611c0b214307bab5be2adb980150,5,6,2,0
02bb3cb74f834c758cc3086a985f2829,1,43,8,0
02bc0f3167ae43729d179c9c73df6bb9,2,51,5,0
02bcc96e9baa49328d6d3547391cf2ec,1,6,1,0
02c116f475584033aec1989b4013d063,1,50,3,0
02c89efd4cb249fd8c2ea759b8ab726c,2,20,4,1
02c8c8e9be754803995db36718237a1e,3,22,6,0
02cb424f19784ce38e09a54e541532ca,1,4,1,0
02cc2864df3140888a8f0ff6aea470ab,8,24,5,0
02ccc08ad9164aaa9b23599051d25573,2,6,1,0
02cd2a7620304373a9d0f12526776b49,2,2,5,0
02d115b019654938a9892346c956a64a,2,39,13,0
02d2c35dbf3d41c993a299ab2e275142,4,24,12,0
02db9bc681a244798f9dd57ad027b422,6,44,35,0
02dd504dce5b49bc9e0b38b449734113,30,160,22,0
02e04701ae5440db950e08e889249138,1,106,14,0
02e1d86f72694cea82cfddc1a8b70218,1,27,1,0
02e4d9d3196042fe8412f02f5112e860,2,1,2,0
02e5d5e4a82b44b0bcfee82420dce943,2,14,2,0
02ea0f0f16354fbf89b2c7c75a82c0d8,16,59,22,0
02eefd789111486cba143ad634b8e98c,3,7,8,0
02f3996a22484ba7a4746d27ea3cce08,7,15,31,1
02f707c35c4c493fb8536673e12f18ea,2,46,11,0
02f7246de04a4d61a9ab3fde3acc61df,1,15,6,0
02f81b664e0344cab495f8f4213d8a78,18,76,52,1
02f9bd4b808d40d29482038c7fc1dc42,1,10,8,0
02ff507c3dbf48a698329cf7807971db,11,8,9,0
0304b91bc5354457b10513d3fed7e879,3,7,7,0
030abac904af4243af95067d04340b28,16,24,26,0
0312e92f09754b18ae03365f4abd611a,1,13,4,0
03139746f9464e158bd34680f77dfad0,1,48,4,0
03147623073246618d6f4206b2d02022,2,202,5,0
031530bae13649e2bb6f6d5ea33d43b9,1,27,18,0
031696d85eee485c893241a6e9fa56e2,4,8,1,0
031b7c2797fe478e9c10fce9f0bdacad,3,5,6,0
031cbc9fe1f8484789ed178854cd58af,5,26,12,1
031e642f7d934b1c94ebc52d841def74,4,51,10,0
0323597f8e1243f2b4bf87ed6a0ee539,3,29,15,0
03283be4c62d46a8b908c60e7ef6ac7c,20,1534,70,0
032c876770ff4502ab307d255723783b,16,22,8,0
032d7d55a48040b8bd72019d2cb0ab03,2,11,6,0
033030f9d1d6445399fc02ff239affda,14,216,18,0
033074ecd9e040ba924c2249326dabdf,1,6,3,0
03338edf666f49798b7cc2977701d985,53,25,27,0
0334ad3f898a46a9a301adaef9899a37,2,10,2,0
03367c02dc2e465d96fa6c070d10ee21,2,271,12,0
033d535e7d9b4c8da7b1067788f38e5f,2,15,8,0
0340b53e07aa4a4680c5924d092edbb2,4,49,4,0
0343127298c44defb9499f81b5e6b42c,1,8,2,1
0345f79cbbab42b4a2d7a8de0d896bcc,1,224,6,0
034a187bdaa74a338dcdb736ccc5e8b9,14,27,14,0
0350b1365a6c482fbd3686c663b62d56,10,26,16,0
0352a5a3ab2243ec887d8cfb6dab9a59,2,280,41,0
0357c200264b430dad4edb75c4b073bf,6,13,8,0
0358ce2cf27d470eaaa9ebfecfd7f4a2,5,314,25,0
035b034e87ab4729bf5dc231c6a102d0,3,10,9,0
035da8b16cd44f5fb164ab68873716d9,1,46,3,0
0361028de758425982a77cec169d8b84,15,81,9,0
0366deae796d4922bb01d3824741bd0b,8,604,50,0
0368c56e2efa44509dda05b68453f023,14,9,7,0
03699e26c11b4b608383a9e1d1a2b3f5,41,92,65,0
036a03ed04ab4d08a7f83a5f01ec4e96,2,23,11,1
036bb12f66f74468bb172fa2d6f90dfd,3,4,9,0
036cfe847f564dc8ad40142dc25e205c,8,13,9,0
036e62810d3541d3906cac281b819c81,7,106,25,1
0374bc5841774fe09cd506241a659858,7,134,17,0
037518eedb2c4f598669b2fe95b3db6f,2,168,39,0
0376e0bb82e64b68a9d994f55402ea3a,3,51,7,0
0377cbce88684592bafe058ec4fb87e2,4,5,7,0
03789f4dbe484c4db251a2fad49dcef9,10,20,13,0
037b24e53a4849158b84d1930739eecb,5,141,12,0
037de7b47bb349b782e93c42a28aebe0,12,90,12,0
0384e8353116431eb4d32b52546865dc,38,445,55,0
03857ed0a5314ab79ae168b7f4d0cb31,4,25,6,0
03893d65bd664c4c8eee4e422b897720,14,26,29,0
038a9eb39bfb4edd9a5d6da73d96ea60,1,45,2,0
038b26e2efbc46e982b04040f4fa938f,3,81,5,0
038c3c7609514d0a8a1d1855b26c2f3b,1,14,3,0
038c9e9b006b4745b74c2fa13b256fad,1,1,2,0
038f2e5fdc9b45a692c2c95d481d2dad,2,6,2,0
0395dafaca5b43599ec85d33c736a242,4,147,14,0
0397124732664f26aa0e2b14055fb540,4,45,2,1
039a72580c524b5a8279e8e3d8c034d8,19,68,33,1
039c6dd22409431b878d98539d078401,2,4,5,0
039fffffb8d84386a5d50578749306f4,2,79,11,0
03a06bc4488f4d98a3ceb5cc0bb3a10d,5,45,12,0
03a156322bba4390a95b5f9703ba2975,2,11,6,0
03a2306651f041cd8682ad96b7f1d6b5,1,7,3,1
03a79919689b47f8822f987f83673576,8,87,51,1
03ae1ec749a04e409722afb9b8821b75,4,44,18,0
03b4223d0499407e9489a4d929328344,6,70,13,0
03b5e88e177641a4b9e61b5e8267fd59,4,6,10,0
03b74a038d8045f7bc311051c3f67099,2,24,5,0
03b8ca7c28c549f687fde8b1ecc4d0f7,4,3,6,0
03baf0f6a0cf40c2b7934204175d4aad,1,4,4,0
03bf34839e8f4cf5be0e58b3cc1903c1,1,37,10,0
03bf3b52de5b45659404b3fddc37c4d4,1,4,2,0
03bf80174ae643a78936698037f13122,9,4,14,0
03c694e2240a47ef9f59a5f7cceba95f,7,24,12,0
03c6ce5c9b1a490d9e1f8e9589337900,3,100,6,0
03c77a85697341089cddb4bf08aa1bfa,8,14,20,0
03ca810e32834f2b91fce3cdfd174cd7,1,3,2,0
03cf6c861c7e46a0b2b37ebd3b477fe2,5,82,10,0
03cff110920342a3835c8061d1cdb5a5,3,26,13,0
03d0fe6b58d54f0f845c79f698a7b071,8,53,10,0
03d1faa2ce524da48e5c02c998bb159d,5,4,6,0
03d2f43f159c45a1b7d35676fc9d7069,3,1,1,0
03d404ace01c44d784f67229dfefe789,12,141,19,0
03d74689dce5424f9a67b0749bfaad5b,1,10,8,0
03d9dc955fc94aadb21d873cf0900c76,1,4,3,0
03db19613af945ef9f7c33012097f592,1,6,1,0
03dbe279c2e04a168243ddfbf88cd3c1,6,398,44,0
03dfd72aea394c8494a4405536a06933,1,18,4,0
03e3b2e5f8c246b2a5328e115562a280,6,161,25,0
03e9ed07ce4c4223be59bb229e847740,3,14,5,0
03ec40031f2b43e68b170ee26a26a95f,6,18,17,0
03f47c14546441d0a2c7d9dd91ed0331,2,30,21,0
03f4e18f3ca5421498d78b1b6bfbc7db,23,103,18,0
03f54e1988824d69977949f7a30bc3ad,2,12,2,0
03fa0ad790fa4c7b9a9417c338971240,14,340,6,0
03fae777f4db4bef986c0b744d296974,3,4,7,0
03fe5c41051f432ca1f8b2353481804c,22,124,18,0
03fef2b65b6242debafbcbedb670e211,2,7,3,0
04027e46b3144b1794a95c87dc4d8f5c,2,51,11,0
0403c694b3084d11b980c2c5538e3c45,19,95,17,0
040689d49e9f4465a34258b83a675d9b,2,52,7,0
0409aab310e74a52aa188ce8e6a6d493,4,38,12,0
0411a34a303942cab17d1d4baa707742,2,80,10,0
0411a3b2d5c046288f4bdc32088d9a23,9,7,10,0
0413f08442fb430e8540ac033f65fd8c,20,16,38,0
0414b029a64a41a68a1a00dfa5834146,6,3,4,0
04153af790564effa5e0c08de95dd078,6,6,27,0
04166ae41e774c58b5337ff9c5f0ba40,2,12,3,1
04168c47904046f0bd831baa244a1b4e,28,100,25,0
041d69ef9c404c688e755ccbf11d19e4,2,62,9,0
041e4601eeeb4c4da5dc041a98857433,3,33,8,0
041ec2cc97524557b30c89e1c1a2ec20,2,11,2,0
041f5cabd12141cfa1bca6d59e98fee1,32,65,58,0
04219aacf7624961b2ec11bdd8e6ea7b,1,8,3,0
0427c3bfb14d4201985a44840831d5cc,5,20,11,0
042871b8d719455aa854e46d2be55f43,1,1,1,0
042969d135d34c4dad544dbdf2f126d2,7,18,6,0
042fdb1956834efaa0728110743fb5f2,18,26,26,0
04337386a4054bce931dbf25449b1cea,21,8,12,1
04396b29ebc3420a97b6e2ea34003bd2,1,23,10,0
043d6c6a1f324bd9a16ee60019d160ac,8,117,16,1
043e002bdb23447a942b95dba8976cf3,4,11,8,0
0441bf34e66b4286a0d3815c0127a81f,3,25,5,0
04422d9e406a42db9e53e221cb79a5f4,2,3,3,1
0442bb9e9f804d25a2d1b8698a1971c4,11,68,20,0
04460b17e65f474fa8e94efccc5ffd14,11,190,23,0
0449d2104b86462a82511af4d48f5fe6,4,16,2,0
044a7eb2e0144dcc8e01dc8a7b0c5075,1,5,3,0
044c0aca2f1b4605a38d38caeed87f28,11,217,20,0
04579e26271746de89a0dd582c78bf8f,3,12,13,0
04580011ecf94a588b8456a848cb2a17,3,58,20,0
045babe082df4aa58416a6b386bf2616,26,558,41,0
045cc840edf94ef4ab84862e72aa45d2,5,10,7,0
045ccbd67a6a4e60a143628caf2200a5,1,6,3,0
046300362bb947708a6c2cabd714a918,1,27,8,0
0466dd4d47744e0a88046d92099ed55c,3,2,12,0
04671b3e1aca4a9682a92a8abbf6aa1a,2,41,3,0
0469058ad7b04a8aacf9e02626836671,1,12,2,0
046b0c3eb1824bd09e08d19931f62940,5,21,10,0
046fe6e2c6354b7a8bf2f0e73da22192,1,20,5,0
0472b2f90a604d70bd6db4761db67c01,11,12,27,0
047530ca67f847e1ba6d77b0a2a3a142,10,50,19,0
04758cc794234bfc8c71f3e7a2d4abc5,1,8,2,0
047c1cb5aca5486ba6857a62c07bc974,12,79,23,0
047c48b374c64ce29717704a88267083,1,68,8,0
047e6bcbc3f148559608bca87043513d,1,2,1,0
0482dadbb25b4582a73c455d7c5b33bb,3,182,15,1
04834f3b0e604cf9994febcf680c18bd,2,13,14,0
04841078e8b949b183b544998c79babb,62,7,33,0
04850fe4e4e2498aa058d4f386c164c5,3,5,4,0
0485ccda483f44f1a6ac42b4671b50f0,6,65,44,0
0487c2e98ad449db9ca24c4af391caed,2,26,1,0
0489d462036f4302a63cf64db90fe796,1,17,18,0
048c39c82d0e4f1ba27f6c6b5ea47fe3,9,14,10,0
049146859eea4b4fa8b34e9ed8ed328b,4,22,9,0
0491477e7d0e4df0910008a9d53f7f20,4,36,3,0
04915d503a914f098e888fe46aeece59,1,35,16,0
0494a9f5be8b43fabb5c838f8bc51970,7,7,1,0
04953c3323c84b2daad1a0e5817047c9,5,24,4,0
0497dbebc4ad425fbac9b2ce6dceab87,9,185,32,1
049d4b47aff04ab19bf02df3b84665ec,23,172,64,0
049fcead91ae41489c37ad1a3b05515c,1,51,20,0
04a2f56b0a5142ffa45893de508313f7,3,83,13,0
04a37777ec504af298e7e28a37c31e85,3,14,2,0
04a78feb21044a46abac82ee03e0c3ef,1,113,17,0
04a9538f5ef246499d57c0816d6f9e21,9,135,9,1
04aa0988000941b6a5fcf262fb34ea91,2,5,1,0
04ad667479b743338e456a1cf83b4d4e,5,2,3,0
04b768210fa54552886d19e30dec2f1d,7,165,44,0
04b85efff3e648bb94ceb41f170c90ae,4,34,13,0
04b9834f5f0e406f8d1435b8927c968d,6,17,8,0
04b9b3d3ba634425bd37fd1ac64cfd46,8,40,10,1
04b9f012c14043b498c2858e4d2ccdd3,4,51,7,0
04c390bd701e43ad8a7ee6c0d885bbd3,5,7,10,1
