user_identities.identity,articles_viewed_per_user,streams_added_per_user,session_id_per_user,push_enabled_user
3c71ef42c2044139b4af22e9d40b29cd,9,35,8,0
3c7683c9d0904af5a127708a6ee9099c,15,6,12,0
3c7888cce23742d7bf45297fd426d5a4,41,14,15,0
3c7a168ae1c647c69712fc5c87e209a4,1,29,11,0
3c7afdf3bf514796be85052fa586b722,1,41,8,0
3c8174b4ce6f490b94a1cb167d11cc93,1,11,2,0
3c845a6f0de84548a9e16c2da2340dea,1,40,6,0
3c86ab0a90b44fb1b05d3e3ac872a182,3,16,5,1
3c87552ba5084d04a11b8bcf53897503,2,126,11,0
3c8b28d05dad4d5980e26cf9911f68e8,1,1,4,0
3c8b8e98593d48d8a5644580f98ddee5,3,1,7,0
3c8ccd1ab19a4ce6a290bb143b0f43f1,3,168,8,0
3c8e7914e9894dcfaae38393e4dc5de2,1,11,1,0
3c8ece0c60114a7ca509edb2782bfc46,6,54,6,0
3c9194908fe24fe9952f621023abe37a,4,234,28,0
3c9360a8d58849a08abeef72f7cff69c,5,195,26,0
3c9489a1c6dd4660b3499b4a14678dd4,17,1001,27,0
3c9b8fbe97a64cc18863da720d50010e,1,4,1,0
3c9c7daa49c648aab00394cf95f25259,1,7,1,0
3c9f4de51c9744f2abbe49f613ee967e,2,29,6,0
3ca0b4f6dc2f40309e9ab904aebd69e9,1,10,2,1
3ca21c2c0b7e474d8f31713867dd4cb8,10,22,13,0
3ca4c9d4004f45c8a6b1f328cdd4ba83,5,1,8,1
3ca51a9b271645cb928191e95b80e65b,1,7,3,0
3ca672a586674d3fa0bc56c9ca2b3ff8,5,29,11,0
3ca7015e0a4f4a7fb742fd7e2587ecdf,8,51,9,0
3ca7d12c8a99431ab4177d09fe8c25a2,1,5,1,0
3caacc4267e94e58889c12b56b0bf463,2,6,3,0
3cabadeb514f40d2b0d966683256074a,2,25,4,0
3cae6c2afcbc4b32b74e40aa7d750ae3,3,10,4,0
3caf222555e44ec98ceb1de63698be32,2,13,2,0
3cafbcb22296485fb6e05c4c243aa5c4,4,4,13,0
3cb9bb9358ff49a29687669359d402b8,2,16,2,0
3cbae36bf2924b00a09b005da95c1ef5,5,62,11,0
3cbb49e743234885b6897d04923557b8,1,32,3,1
3cbfcdc993b8465c8c66a95a8c3c62d5,1,7,2,0
3cc2d16246d0437aa42063df9d5e9b9e,29,192,34,0
3cc2d99ec0464d2299cc13f5ef8bd4b0,4,26,2,0
3cc8dab74fee4646a0f5ac74052d76db,6,13,6,1
3cca2ec6265049409c5c8a0dfd5926c3,1,1,3,0
3cd06e5429da434386b8a5578340f0e4,1,26,18,0
3cd4c301f1a0487fa55781d5d664917b,4,17,1,0
3cdabd99a149458289ebfcac5d90478b,6,21,17,0
3ce1c273414448c586e91170f6dfa2fe,2,8,2,0
3ce24bc1c8a54946a2535c98e5dda124,1,10,3,0
3ce4544b31ca4ec39b11c69f559469e7,4,6,2,0
3ce52962171a475b8fd895c6b9245db6,11,103,23,0
3ceb66e6e3ec4accbcf49a55484139d4,9,35,19,0
3cee13ba5d2f491cbf7be0dff2a00abe,4,3,1,0
3cf1dea50f4b4b42a33642b12203e45b,66,286,64,0
3d00dda8ea2c4423b1b1000bf657dc7c,1,14,1,0
3d01c3f56cac424693e4cc953e600649,1,19,1,0
3d01c78d0bd84bb8b25874892b4b8109,7,13,14,0
3d0bb166ac9542de8db94d25675b3411,8,25,17,0
3d0d11b3ffe148e099098ab43f517bac,2,7,1,1
3d19378f87084be3a3895a1a436e901c,4,191,45,0
3d19944a84e347c1ab0b507c001c6c3e,27,112,37,0
3d1f991cd4b44678924402d774e380ca,9,97,30,0
3d1ff37a911c494c9b4dcdcb20933d5d,5,6,4,0
3d22e73b89fd4dbf99dd431d77f6f814,2,1,5,0
3d22f405350f47e99b371c943a4fba82,1,5,2,0
3d2778e5e35a4edbba50d6ecfdf5e878,7,31,6,0
3d29e863836f41e29c773b4f6992e8e9,1,32,12,0
3d2bba05066e491dbab08cf084a9d1a5,1,18,11,0
3d2d1935319943bab24067cc50e73deb,1,246,19,0
3d2f419e2015498fbbe6a23d49040a4c,2,162,5,0
3d3141bf0e274051a051ce2356e01c60,3,10,3,0
3d345cc3f3824eed8d4e4264dc5052b0,19,47,20,0
3d37fe4bf95141c1959f6757d404ff32,7,310,45,0
3d3bd4f9eb9c45acb5ec6693b33d899f,2,5,1,0
3d3c9ba4aa184fa9ae079a94c73b721b,1,4,6,0
3d3cfc0837eb4b418fa4b7afb24285c8,7,21,8,0
3d3f73fb651d4f3d805ff0880a0beba1,2,54,5,0
3d457be3e1224ea9bc07be4c1b30393c,2,1,3,0
3d45bc5ee6944e1896fac0eaf896d11c,1,11,13,1
3d46a08f649e45039cb324ed1250b4f3,6,23,7,0
3d46a22f92a84867ad4f4dda6b060c20,37,63,52,0
3d47176086af4c9a8d055dd7a82b095b,3,7,3,0
3d4a9110106f460b9ce315e735cd0538,3,8,3,0
3d4b0034d1254d3083cc9789f8307ede,2,16,6,0
3d4bcc9b39d1401bbde1ddbb57a48d8b,4,45,10,0
3d4e0fc5fb66426397b95bbc69fbfbca,1,5,4,0
3d55754e9ea6474eab7f6cca07758967,4,25,9,0
3d56d24d006947c3ae75c451db636627,21,305,32,0
3d60751880594b9f9467e8177fc2981e,3,1,4,0
3d61316aa8924d19b56f67d75ad9c022,2,3,3,0
3d64554cc81e4545a7de4faaf8f4fa59,3,124,6,0
3d6a43fda2f0489e9731876c65c9f05f,5,5,21,0
3d6d4f09e37240ca970a62689842233e,1,9,3,0
3d6e3ea727e6461eaa217f94b8f46941,4,8,7,1
3d76f464af984d3ab0517c6d3afc5ecd,10,34,15,0
3d79d5fcd2c74da8ae77544630145ddd,6,262,82,0
3d818bd676e4495c8635dabf38f3d0ed,4,6,12,0
3d834f0b7e9f4ef2936935edd3462a64,6,10,15,0
3d888cef0a84469ab49eac9e8f145625,4,7,2,0
3d893f797e174203b3917ce355a81f3c,10,44,6,0
3d8a3611e788412eb6686fce1befc431,7,89,11,0
3d8c16abdf0d4bbaba9a9e0da104bc59,7,41,8,0
3d8c51d5e4ec4c528f08a8950ea6a2cd,19,11,29,0
3d8fd7e3b3e24e1aa23d1bd59dad0277,13,13,25,0
3d909459a0ed4691bf035fa7100c32c7,12,77,26,0
3d9556faa78b4dbfb2178783e302f528,3,36,4,0
3d95ee4f8859451b966fce13cf7f0ff7,6,12,4,0
3d986378f4dc4969a97121642e5d6a18,2,2,6,0
3d9ddec0cdec49e7b640f4591f1c9541,3,5,7,0
3d9fd435ad924f1eb66198c906d2cec6,10,46,19,0
3da054945d974f849a4bb7693fa1224a,3,31,6,0
3da2a8a9fdb3461cac2b720c2256580c,2,14,9,0
3da34562393c45ffb6b0ed794ca2eacc,3,71,14,1
3da5a3c4cd854bd0bbcf4799eb218dd6,1,5,2,0
3da936ade311422a9b2c053c5b0a8114,2,40,6,0
3dab3460a64e4ba983bf7d6f5ca3b9ad,2,18,4,0
3dabca3abf2c4b139d6adda2d66f97d7,3,16,15,1
3dac6ccc7ed44389b177aea20115e30d,3,5,6,0
3db26fef893c4dec87eb2299a301efae,5,8,9,0
3db36d6b9e3143e9979fcea42ae27683,5,5,9,0
3dbaac3552bf486c9293122ca64009e3,2,8,15,0
3dbd1f7e8a094ba4a29dc4a71202e647,8,68,43,0
3dc45ec5b07443aeaeea07d9391844f3,20,487,34,0
3dc4db5201ee4789a6d283b416850023,5,3,12,1
3dc539841446453f9d21a0ba4dd61307,1,2,1,0
3dc9ee7b0f6c452caa5187ca21a199cc,5,7,3,0
3dca699e278649de9947fbc15e3e395a,5,19,4,0
3dccb14f77ce4a67ba880ef0663bec13,1,1,2,1
3dcd57c61a9c485eb4d95394000db678,1,10,5,0
3dcd813c26dd41e4bf618bf321b41293,4,2,7,0
3dcdeeacbddf4b94b4b35c20cb2a79a3,3,20,4,0
3dd60c46d7534bd5a9163f1d35e084cc,8,76,10,1
3dd689cdce39481db57f212416bb1857,7,91,34,0
3ddc323f02ee4af18c69660621f5b9ae,7,13,8,0
3ddd976d7e904068801f0205b40f7335,1,45,11,0
3de00e92c97947c388a52ab35595b517,10,230,51,0
3de14ed7c066440388208435a7e14292,7,15,7,0
3de16a26a72a46428b2943333f7ab454,2,4,2,0
3de19d4bc0c54989883b1c488e59a817,1,7,1,0
3de8bbc3e9e4453580f488cb4c587f18,2,6,5,0
3de8c88664654071887cf44a9fdf095e,4,65,10,0
3de9f2afbaf24b12a993a81c90689595,3,10,16,0
3df06a586dde4cc88a96ff6f0090b41c,4,2,1,0
3df0fac4156848ed8c0dfd8163e49ffd,13,7,12,0
3df632668e924321b0f8b222b6793ba7,5,252,32,0
3df902f6c7554a87b76216401f2d237a,1,1,1,0
3dfeb17732354ec98b05bb17d1aff1d8,19,1248,18,0
3dff0746194d436bbf89fa8901d90c38,4,13,7,0
3dff7f0bcab54bc5a07e92051ee57a1d,8,8,3,1
3e07708c814343d29d89f244f81ce3ae,7,14,13,0
3e0805c22d514934b4c0d2982c86145b,8,9,17,0
3e092ce19d1949948db03183c4f8a839,1,73,4,0
3e0b251a38864a5cb710ee91ba578db1,9,17,14,0
3e0ba342d0fd47599476aed15be60873,4,132,8,0
3e0ee7d345814c7b8eb2805fd1a86e1f,2,46,9,0
3e13fccb0b8f48ed9e24226fc5239716,7,69,17,0
3e166ba1672a46ce8ea4dd2ef7472d27,5,36,13,0
3e1673f230494e6b995e24cf29d0ec6c,2,3,1,0
3e1adc3e68a847b3bcf2f9f59bf72323,1,14,11,0
3e237057d1194382a42ac14b91b2dad8,34,8,28,0
3e28f10d623b40469fb47ae3a1aeb350,3,6,7,0
3e2a76f5255e46e3a87c7caa06174cd3,2,1,2,0
3e3026beb1b741e3a41f432acfd492dd,46,132,40,0
3e312cd467b549eaaf8f7bf8cc76438a,2,9,8,0
3e34619bcc5c464bafc0c6b863e4c127,1,16,7,0
3e36153b1001403999e4a6b74f457904,2,7,3,0
3e370e16e83740a994fd19dcf36bfd72,2,2,4,0
3e384fa18d00449dad408a7b05dbb747,7,90,28,1
3e386457829843d999238eb94241614d,2,8,1,0
3e39255b60ce472f8ae4b1675cf249ea,11,92,8,0
3e3d5ad1b9c44f138db685d687389852,24,4,12,0
3e3fea1c19784275a1aac0424a8fddff,2,4,7,1
3e40a27dfc3b4b698d0ffe1c9e095e53,17,16,30,0
3e41ec5a5b0643e998bf4128b92e6171,5,59,18,0
3e49b85fa7d74c4a98febe16d63c5d01,1,36,7,0
3e4ddc4815814a1b872c3c91ce9cf31e,15,43,12,0
3e4e22d71d5e44f7a9fef80f1f094232,1,13,4,0
3e5066fdbf7e4abb9717fc4ff5d52429,1,134,26,0
3e52c736d1e34ea1889f5b50361a183f,2,2,6,0
3e555836af064539b4a26b3c1dcdae06,1,16,16,0
3e577affa03d4c019ac095c69c37db52,1,19,1,0
3e57ff93a2d547fa832456ef7f247aa1,2,1,3,0
3e5805ad7a4e4cbd83faa92ec540b9d0,1,335,18,1
3e5925a5b1214619ab1bd840c133885e,7,11,10,0
3e5e3cdf403c4cfc8533ab921c63049c,2,39,6,0
3e616ad1c0724ac5bc9d8d9682602904,1,37,4,0
3e618324377b4783a38a3acf1a711123,1,14,2,0
3e6543498bf1432f9b58771d506a7fec,1,19,3,0
3e68c71bc25949bd9ed8c52709c120bd,5,38,13,1
3e6c9233c1a54041aa9d79be41e61d39,1,32,15,0
3e6cc28a526e4bb6b72a1d4438eb866c,1,8,1,0
3e6e09228fe14a6db2ceb7caf000ca1a,5,198,21,0
3e72c4fdf5384b4b9688aa90495fdc4e,3,1,2,0
3e75aee3059a41d1bce8c47d78caa4f2,18,17,46,0
3e782a65703e4ca8b20930b7e21d8865,2,32,9,1
3e7bf5b17bfd48b7aee60ac17fb09755,2,16,4,0
3e7e0a82223c40e2b0b529bd45f35f64,17,74,24,0
3e7eb4ba3b0649e3b06d13cffac2707b,2,1,1,0
3e856dea86a4435db14a10c1fc48a2b1,6,214,34,0
3e86fec1c18646f982daa88475eeb619,2,5,4,0
3e877691fb9b47a7aac44fdc07a9c292,3,20,8,1
3e87dff2a1b6453dbf3212661eee5870,11,80,23,0
3e87ec15f1d143398a0e550e1360a2d3,1,18,6,1
3e89a9779cc84e9daa09d158f74cee25,5,79,13,0
3e8a0a0d4ce840dfa72c58ea4755b94b,1,8,4,0
3e8f8a189da446d195363ad2769dc2d9,1,41,7,0
3e903138264b477c8c30977dbf7e6604,1,27,3,0
3e92072869a040b0a81d676850c80fda,1,136,23,0
3e9591b4261642d49401fba2d5f42d39,7,1,5,0
3e97b36c3ceb4df9a0d08e7a03172a56,9,3,2,0
3e98672099fe4948be19c462dd29ed18,5,52,4,0
3e98e88b81744ab3822ca2c6359f3d25,1,2,3,0
3e9baa4c6f6c41c4b55fc46638fc7b32,5,11,15,0
3e9c623a5a674c3cad2f45a4b50c4133,4,14,2,0
3e9ce31b1dad4930a1ccf5c12938ad4f,1,5,1,0
3e9f1fa631784e40b6304d2a8206350a,2,1,3,0
3ea00609a4274556a0521a263a1b7005,7,2,2,0
3ea4f55c307849d8bb1d8739c85729dc,19,5,33,1
3ea5c7929fe94868b685c61be6911cda,3,96,11,0
3ea7043eb0bf4923a08a22d0aa1b3487,2,29,12,0
3ea89c7e5ec24338b13aeebf7d92a970,8,4,15,0
3eae5f792995484ea7314fb020f182cf,2,7,18,0
3eae9ee4d5a041c7a976ca3fa3586cc6,3,7,3,0
3eaf1844a5f24b108a28aac2f4437a7c,1,9,14,1
3eb53b609cf5489eacae235770ae24ee,1,11,2,0
3ebd48f5da4c41d1be5d30975dea35e4,22,441,40,1
3ec2c4d8157b46f189441504fba1088f,24,39,18,0
3ec6649a7868444ab7f5f55f0e448cb6,3,14,3,0
3eca8409c6be40f7963db1d870276efa,1,7,2,0
3ed2389fd531437588a6a20371dcb3ff,4,21,3,0
3ed349bb92474e47935d0c16543018e3,5,5,2,0
3ed5d454b7354b19815800b59836830b,2,3,9,0
3edb5415b88e4e3bbf830f2f23b32403,64,2248,59,0
3ede124ac39441a6a1d24a5f19d96da4,32,96,92,1
3ee232888b54469592591b530cf2943d,3,11,6,0
3ee271a0b3544e54b96014daddd1fda0,3,11,13,0
3ee51d0662c24f33ba0282b543a2786c,2,3,8,0
3ee65b441d6c4ccdad53e4bd0c19d472,1,12,12,1
3ee79d40b03a4501b7fbbf00bc86ca6f,9,4,16,1
3ee9839308264139bbbaffe4a4708cca,3,79,10,0
3eeee65a41ec4d0a9d8b6629fcaeaa55,5,23,18,0
3ef21b50593c4465acc4326f0f61a2d1,1,10,3,1
3ef2a4972c59499cba173cb0cccc6c7a,4,18,9,0
3ef32be849fa4b92b51979bffd316817,11,196,27,0
3ef4cc29d97147cf9f30b72ccccfecb8,14,26,30,0
3ef93f97d9b0468aa735809fc77fa4c8,1,40,5,0
3efb0f1c246145acae2f306996ad9190,2,1,3,0
3efdb3f17f114f5cb5a2f45e4c594e33,2,52,9,0
3efdd5a35cd44925bb8d6c7a7e521d59,101,4,35,0
3efe2f1451a14a4aaea2e5e572249b3f,7,101,6,0
3f012a2231ba4bfabf918a1ba27b3c5e,27,181,37,0
3f0153b2db9f416ab4014030a4e2a7a0,2,7,2,0
3f01b8aa1ef44da9ac8a400c9ed97173,3,167,15,0
3f049b550151423481df4e1d5939a2b6,1,1,3,0
3f09a1a38f3c432797bec66dc38e7890,11,121,27,0
3f0e63babcc6491cacffdc899100cde2,1,4,1,0
3f127665b6714a8e9cb5ac7f8f91daee,2,9,2,1
3f154108e052462982af5b18ee9914ba,1,8,3,1
3f15e6eefacf4f96baf64a517c2a0e86,1,27,10,0
3f165db3f3534f7fad36018ef8cf8f00,4,1,8,0
3f16a0de58974227993cfe4353c5e335,8,25,21,0
3f18866123044450ac6bb122c96833d1,1,7,4,1
3f1b41ffa2cc4464b23e93f6e00f5826,2,18,9,1
3f2264c5c8964f9c8ea9842b2ce40e7f,5,1,16,0
3f2553fc8280455c8b1eb3b59ee8e7b5,11,99,17,1
3f27f3b859ff4f2eb0f69f16050f38e2,2,38,8,1
3f28a15607af413daa3f8af8e5ab4b08,1,9,4,1
3f292b59bdb1478d911345b7a22afe90,5,12,4,0
3f2d50ba460a495bb956775c07a341db,7,176,14,0
3f2dc894c4e04e8d943196a528938583,6,98,17,0
3f2ed134a4784fe9a285b40e08e1b7b2,3,447,48,0
3f2fd1f3412140548473ab66ac5315ee,1,99,6,0
3f381d594a2548c2a185c936c9c8c63d,3,1,1,0
3f38becb0e3d44b7b650177a0236522c,1,10,4,0
3f39055f165e4102a1279754a12aed11,3,9,11,0
3f3a77004d184513a8a98a133d7477ac,9,15,12,0
3f3bdfb999644209b9b9b4125e4fc52c,10,4,14,0
3f3bff8f568d4854b3d6e5589881c7fb,1,5,2,0
3f3ca182cb1041628f76ddeb1bbd2ad7,8,28,12,0
3f429ea2401d439e8531ae65a44b14dc,5,10,8,0
3f42bcbe83174935b923eaacb9a9c43b,1,14,4,0
3f44ee58e0a94d3cba54535a940a4304,11,18,5,0
3f45a05171404526bb00406e292e250b,1,17,6,0
3f4a5497a84b4ba2b5f32b7a4ef6555c,2,8,14,0
3f4f90d64a0746059ca0a9ed1ba946a0,9,52,7,0
3f54c4ee767e44f89a1ad0de3a247e58,4,33,11,0
3f5dc43606fa4254a5abedfff82a75b0,3,11,4,0
3f5ea15dd7f34824a559cc30bf51f721,5,64,11,1
3f62bca1276d45fe8d424bccd7a20e37,5,34,16,0
3f62d152737c42f59b0ea6d8e7eec962,8,69,9,0
3f63fda7b4ca451183c7791e5bbe2f90,7,6,13,0
3f6526ad49524d129b4eec1cdd14891f,2,8,14,0
3f6715db2def474baec7eea4e1951b59,7,38,13,0
3f67d37b4e2140a2848a681e1a586766,2,9,6,0
3f687b23cb794a3bb84a50149109602d,2,1,2,1
3f6c11309df34412843c92db4ec5a7df,14,152,34,1
3f6ce1a23de0408785be7a3da3cbe7d3,4,9,24,0
3f6d039fe0324c33b0325d0968666401,18,1016,81,0
3f6df858036640ea97b1a3b58c15f370,6,31,11,1
3f6dfed1bec548688b50b8e3bc2d3207,12,14,5,1
3f702ef161274791b05cef79def95600,1,13,8,0
3f72375679ad477dbd90ac48c2881166,1,8,4,0
3f75095eb63c4e81bd17ff6f0cb52c01,7,29,8,1
3f77b9ed70c34b81976f3c3d475ba79b,1,90,17,0
3f789b70e0d7497eaca3a4a2fc06431c,3,4,1,0
3f78a93860af480c8e309765fcffa9fc,14,212,37,0
3f7aac993bcd435783d3b5fed04c9a46,9,47,13,0
3f7b6eeb27b0428caf5ca3a1b5e6e4f6,3,53,44,0
3f7b8e11eff8475da2fd073d4ddc1167,3,24,8,0
3f8565eb00444f08a391246a15c24666,6,39,7,0
3f8756a003614406a8f29135d41eac65,3,12,13,0
3f87d048beb94e55a7023f6a81c71d2f,12,127,22,0
3f8bf1f3bf054c3da56172b1f67874b0,10,93,23,0
3f8f38d8b3ae4cec9ff2677ceacfb723,1,104,6,0
3f917dd63cef4bbea4f1466bd03fca59,12,520,29,0
3f91eb9d5c5a477c98034644be6406b4,1,41,12,1
3f92c91996444863a0222304b549b14e,3,7,2,0
3f93cd3990c3425c85d2f411b537ddbe,2,15,2,0
3f98f4c9ee1a4c48bc6b3d2aae3a1d0f,7,65,26,0
3f9bfc2ab85b4b438eac7884b25f4b73,1,105,24,0
3f9c6712b97141229c36407612faa7a4,1,11,9,0
3f9eee7a1f974e75b4431b3a4581212d,1,7,2,0
3f9f8b3078b847b3811ffbd33e86c351,2,18,6,1
3fa0cd041e424434a0a83c9432ffd94f,1,7,3,0
3fa122cf1e5640fa8455e489cc0c6b99,2,5,1,1
3fa4f22df6504112bae84716c3962fd1,1,10,4,0
3fa85a307b5f47e583d6da2f09e8ffac,4,5,13,0
3faa871d8d53457b926a43cb442b661d,20,178,62,0
3fab59a0458b4b13be964a25767b25d4,4,35,6,0
3faba63bd1034cc0a3705020cb48677e,1,9,3,0
3fad654ec4904237baa6fa4ba663de14,1,11,1,0
3faecf3e365a4df2b62f704b760d626d,10,3,19,0
3fb389f6cfe740d89f52c11e1d432eab,1,35,5,0
3fb5699df8c34ae2bb81a56040b6ea31,1,7,6,0
3fb84b39a1f64fa28645425f3a1fdb99,4,6,10,0
3fb8acf7a2a74d47831eca3243f6533d,3,176,18,0
3fc211fc80924bbcb850a191e4b599d1,3,12,7,0
3fc5427209524aa69f15c14d0906ad8f,1,115,28,0
3fc623fc52e14becae5b5c4475de85b7,1,26,6,0
3fc85153e45847168a207b041774c5f9,6,5,6,0
3fc9ee1ef3f949a58be397934f59b5e1,9,11,6,0
3fcf7a60e53f45dc9609049ab8f3ed1e,9,164,17,0
3fd0fada78bb46879d49b894fe6beaee,2,38,8,0
3fd52e6c90ff4a23bef79a829c59620f,3,57,10,0
3fd61191270b4ef0a6bfcb6efa074ef4,7,55,14,0
3fd843748a624623955384add3ad6c82,10,45,16,0
3fd85a9f28c647169e879ea56fdf21a0,5,13,5,0
3fda5a11f2054c07b39078e1334ec29c,4,108,6,0
3fde0cdad1ad45c5b2b049dc532bb56e,1,18,2,0
3fe05573bc6d404b9cab6dc594c62f4f,4,36,17,0
3fe123804a6c4a94ac1cfe1a8c88c375,2,2,1,0
3fe4b25d1774481db13cb0813d3eb855,2,16,4,0
3fe6868551a24da187a8101247fa0a6a,4,42,11,0
3fe7a9095e9b4c2da1a5f7aa7e55a671,4,36,8,0
3fe7d8c318b849b59ecb15f6ebcbc60d,1,90,37,0
3feaf38e1ff84cc2b7c78d5a5c6c9d8a,4,409,19,0
3fee854d41c54d68a1b04a520078ae55,3,6,3,0
3ff0b7eb0e7949fba3d269ba80c03ea8,26,11,43,0
3ff1308017c14515b5ef8561cc6bc7f6,2,6,5,0
3ff2b71bd07c45a99681fafc1ba7f695,4,2,3,0
3ff47fef20bf4f599da3ded5af1d0cc5,8,69,10,0
3ffe272d667c4d55bdc7474c0f4a7bb1,4,19,28,0
3ffee72bcc974dba8ccd9a8af8b9eefa,1,96,8,0
3ffff5518417483f8bd79c56ed63c3a2,20,98,49,0
40068884a41b4f0e945d9f28e0cd627b,3,24,6,0
400b9516c4634f83bc879781084ff86a,4,11,4,0
400c80fd15c844b09a72daf281d70d95,1,10,1,0
4014cfc16b4f4034be8552a458e021a4,5,44,9,0
401952f925a04387a2486a194a34b788,1,6,2,0
401ad24b32fa45d6bb1c996c931095dd,4,1,2,0
401aef5869cb4c75933aeccfd4b18b7a,3,22,10,0
401bee0e229042a18a51b67973ac9d5b,2,61,14,0
401e23491d5541c09cf44a396fc13447,29,199,23,0
4020b55a6c0b43c6b8c1b186753f198c,2,38,12,0
4021e6a4504748618155d6006eea33f4,4,26,6,0
402210530be5480ebb8ca7f1abb79888,23,8,23,0
4026827e4e5b421090a850036162c551,1,5,2,0
40274d1a540845f094e9b9fbce22969f,3,29,4,0
402887b3c2524126b87c37267a7d6eae,4,16,4,0
402972ede97f443997441c8bb95f2538,3,1,3,0
402bc17613c8492db02672ee91283b4b,1,11,4,0
402c0e2f02a74f638dbf57e3ece317e0,1,38,6,1
402d57a63b7b4ac3ace7df6e1aaf2a47,4,44,7,0
403326b06f5b4ec0be4d99f91a7d4ff0,13,95,54,0
40342cc7405d42db8f7d16720f4cf4d6,23,627,77,0
4034f9ee19254fb6a98d00fcb887cfe4,19,109,23,1
403b7f714c5b436e935e14bb17730d5f,12,11,16,0
404391fca7484e4ba3b265af8af5d6b2,1,5,7,0
4043e1ef00304128aa79ac5273ffc9dd,1,167,5,0
40447f9b7ea1488e8a7c317e3f1b58f9,1,2,2,0
4045276bfa45417cacd84886e877ce31,2,11,6,1
404d3b6a346845eabd0e95148093f7ea,1,16,2,0
404d66919a51464da19a3379b0b1c370,2,8,5,0
40508492839f4a7aa0bebc92ea0d36d8,61,4,53,0
4054881ee0c4407fa65069b4b81f8893,2,31,13,0
4059ef66d5934474a0bf1b4050785463,22,9,3,0
405f3cd4ee57454c9d7dae03ec35e245,1,58,17,0
406bbdb53cb74f489002f7771b1f68f7,5,5,6,0
407127cc90fb41ba8f5054b0d9eda67f,4,9,2,0
4071b194bfcc47e8884fc6811b1df547,7,32,12,0
4071f69c454e406b8b8f45b61ddaef73,12,24,15,0
407a3e0212ab44f299e8ec390abead73,24,410,33,0
4083457dab004c979587c98a192c797f,7,740,65,0
4083e89dff8040daa56f97b51caa6ef6,3,25,5,0
4084ebc32d2b45f1939c5cd41a2f28d9,8,983,15,1
408683c61b5c4455bbc456a756f0a8cb,2,81,31,0
4087ddeac7054784b739e9b2d25bed92,3,26,5,0
408cb6e9886648fdafaa9eba123f6cdb,3,13,6,0
408d26a192bb47299d2df2ac436f4db3,1,5,9,0
4093346601024f9bbbe70025ea56b051,5,5,2,0
40934dc836a84c709d23209372ac3e3b,39,59,34,0
4098aeae9e8748a6b37c14de87e7ad0e,1,20,7,0
4098d5c8108044ee92c0e7b1075ca7bd,4,12,4,0
409b0262e59d40f79bec565b8b25764e,1,2,4,0
409b333780484f0fbf3c53b9ce733ff3,3,9,4,0
409e7fe6690547c588ac7119b0e46acd,2,4,35,1
40a2784f8f85447eb86d01af5afd0acd,3,9,7,0
40a31d81771a4615a4bcd52800a2606d,9,17,6,0
40a432894ac14ca0b8d6f2e6549d6955,3,17,9,0
40a6e707be4d42f9b8e6fae93fe65509,1,3,1,0
40a8b4f9a1554908b2e763a29a7f01a2,3,6,3,0
40a95cd5b49441a2ab4d01c25085dd46,3,46,7,0
40ac51f8238d42d585c5ae7ea111932a,2,20,9,0
40ac6c27291942d4a5058efaac66a08b,2,27,10,0
40af92fd78cc491ebc109026b2b0b9e2,3,1,4,1
40af9ba4dbe646239ebaeb4496ba41bf,18,191,37,0
40afc88efa68474ea20d2c78b4795e02,20,88,44,0
40b0d72dad2a4931ad22c5f8a63842ff,3,2,4,0
40b57a2ad7d746239bfb7faea56dc07d,1,6,3,0
40b6abab10ae49249007b1102823901f,2,124,6,0
40b754dd2671410f96d07258c6517be2,2,47,9,0
40b98d157b754a7082e49c8bfbcf2b0a,1,6,2,1
40bb70937426498bb5c17cc0579aa401,3,490,19,0
40bf8066c56149f5956ac4e34d76c2df,36,5,24,0
40c393b2b533479492c36443c5833948,3,120,31,1
40c3f91a7d424a94853f9c174872fc0d,3,8,8,0
40d6f28c73f241e8a0b1379519c1e786,1,1,1,0
40da225671434bddbcbfa839a149db1f,6,32,8,0
40da29f5bcdf4f49bc682323b5ed439e,1,5,2,0
40daf8434701415b8132a08242bb326b,7,37,1,0
40de7df0a25f49c7bf4200d81435b1fc,9,24,21,0
40df539d88944455a12d8949b3172bc1,5,2,3,0
40e26960a46c4340aa872bf92b94e3fa,1,27,5,0
40e735713a6248e091fbe65220fe745e,1,42,12,0
40f65c47c16b4054814f11a88dce96b7,2,24,2,0
40fb894fac80407a9870af9d553afae3,2,12,5,0
40ffbaf627d44e8b8918cb3a38e623ee,4,8,3,0
41046707d2d24bcbbedeeeb3b28cd929,2,12,4,0
4105f68b003346feb4e9b8eb9b70b399,5,34,9,0
4106e5dc02f54f6bab15cf3bbfd6a4bc,7,31,26,0
410748b9b0104dcd9bce96d524150cc7,2,22,17,1
4108ec3f78d7440cb52f0e963fee43b3,21,16,7,0
410ab3eb30b9487ab474e8e08eb1e941,3,7,6,0
4110d44b3cd448f7be4f5d51ce8e3273,5,12,5,0
411232e4bcd14672b71e944e7d6f5472,12,21,17,0
4112bd0d91554e1cba667979052ffc13,8,16,12,0
41161b0dbd844526a80572ad93584b93,4,7,2,0
411aa5865fb24239b452443a8c97afa3,6,2,16,0
411b5250db4b40cba1eee8b5d8eef75f,5,4,6,0
411d9a4c43af4ae5a042bcefdc8cacf1,5,248,21,0
411eb01c5edf4c2fb7b4325af5f7a50d,6,26,11,0
